-6 2.5 0.21512
-6 3 0.412338
-6 3.5 0.615513
-6 4 0.800373
-6 4.5 0.938
-6 5 0.999044
-6 5.5 0.959541
-6 6 0.807261
-6 6.5 0.547083
-6 7 0.203796
-6 7.5 -0.178939
-6 8 -0.544021
-6 8.5 -0.830246
-6 9 -0.984036
-6 9.5 -0.971212
-6 10 -0.786096

-5.5 -10 -0.914252
-5.5 -9.5 -0.999832
-5.5 -9 -0.901288
-5.5 -8.5 -0.643797
-5.5 -8 -0.279685
-5.5 -7.5 0.123921
-5.5 -7 0.499075
-5.5 -6.5 0.789556
-5.5 -6 0.959541
-5.5 -5.5 0.997128
-5.5 -5 0.912702
-5.5 -4.5 0.733291
-5.5 -4 0.494752
-5.5 -3.5 0.233832
-5.5 -3 -0.0182023
-5.5 -2.5 -0.239317
-5.5 -2 -0.41763
-5.5 -1.5 -0.549953
-5.5 -1 -0.63886
-5.5 -0.5 -0.689287
-5.5 0 -0.70554
-5.5 0.5 -0.689287
-5.5 1 -0.63886
-5.5 1.5 -0.549953
-5.5 2 -0.41763
-5.5 2.5 -0.239317
-5.5 3 -0.0182023
-5.5 3.5 0.233832
-5.5 4 0.494752
-5.5 4.5 0.733291
-5.5 5 0.912702
-5.5 5.5 0.997128
-5.5 6 0.959541
-5.5 6.5 0.789556
-5.5 7 0.499075
-5.5 7.5 0.123921
-5.5 8 -0.279685
-5.5 8.5 -0.643797
-5.5 9 -0.901288
-5.5 9.5 -0.999832
-5.5 10 -0.914252

-5 -10 -0.982979
-5 -9.5 -0.966359
-5 -9 -0.764878
-5 -8.5 -0.423009
-5 -8 -0.00920304
-5 -7.5 0.399434
-5 -7 0.732817
-5 -6.5 0.940524
-5 -6 0.999044
-5 -5.5 0.912702
-5 -5 0.708861
-5 -4.5 0.429218
-5 -4 0.119652
-5 -3.5 -0.178939
-5 -3 -0.436976
-5 -2.5 -0.63886
-5 -2 -0.782095
-5 -1.5 -0.873834
-5 -1 -0.926185
-5 -0.5 -0.951553
-5 0 -0.958924
-5 0.5 -0.951553
-5 1 -0.926185
-5 1.5 -0.873834
-5 2 -0.782095
-5 2.5 -0.63886
-5 3 -0.436976
-5 3.5 -0.178939
-5 4 0.119652
-5 4.5 0.429218
-5 5 0.708861
-5 5.5 0.912702
-5 6 0.999044
-5 6.5 0.940524
-5 7 0.732817
-5 7.5 0.399434
-5 8 -0.00920304
-5 8.5 -0.423009
-5 9 -0.764878
-5 9.5 -0.966359
-5 10 -0.982979

-4.5 -10 -0.999558
-4.5 -9.5 -0.885291
-4.5 -9 -0.595211
-4.5 -8.5 -0.19172
-4.5 -8 0.243524
-4.5 -7.5 0.627509
-4.5 -7 0.892618
-4.5 -6.5 0.998663
-4.5 -6 0.938
-4.5 -5.5 0.733291
-4.5 -5 0.429218
-4.5 -4.5 0.0806879
-4.5 -4 -0.259388
-4.5 -3.5 -0.549953
-4.5 -3 -0.767453
-4.5 -2.5 -0.90669
-4.5 -2 -0.977604
-4.5 -1.5 -0.999519
-4.5 -1 -0.99474
-4.5 -0.5 -0.982992
-4.5 0 -0.97753
-4.5 0.5 -0.982992
-4.5 1 -0.99474
-4.5 1.5 -0.999519
-4.5 2 -0.977604
-4.5 2.5 -0.90669
-4.5 3 -0.767453
-4.5 3.5 -0.549953
-4.5 4 -0.259388
-4.5 4.5 0.0806879
-4.5 5 0.429218
-4.5 5.5 0.733291
-4.5 6 0.938
-4.5 6.5 0.998663
-4.5 7 0.892618
-4.5 7.5 0.627509
-4.5 8 0.243524
-4.5 8.5 -0.19172
-4.5 9 -0.595211
-4.5 9.5 -0.885291
-4.5 10 -0.999558

-4 -10 -0.974739
-4 -9.5 -0.772638
-4 -9 -0.411482
-4 -8.5 0.0306261
-4 -8 0.462228
-4 -7.5 0.798487
-4 -7 0.978389
-4 -6.5 0.9755
-4 -6 0.800373
-4 -5.5 0.494752
-4 -5 0.119652
-4 -4.5 -0.259388
-4 -4 -0.586176
-4 -3.5 -0.823817
-4 -3 -0.958924
-4 -2.5 -0.999989
-4 -2 -0.971278
-4 -1.5 -0.904587
-4 -1 -0.831339
-4 -0.5 -0.77678
-4 0 -0.756802
-4 0.5 -0.77678
-4 1 -0.831339
-4 1.5 -0.904587
-4 2 -0.971278
-4 2.5 -0.999989
-4 3 -0.958924
-4 3.5 -0.823817
-4 4 -0.586176
-4 4.5 -0.259388
-4 5 0.119652
-4 5.5 0.494752
-4 6 0.800373
-4 6.5 0.9755
-4 7 0.978389
-4 7.5 0.798487
-4 8 0.462228
-4 8.5 0.0306261
-4 9 -0.411482
-4 9.5 -0.772638
-4 10 -0.974739

-3.5 -10 -0.920763
-3.5 -9.5 -0.643797
-3.5 -9 -0.229755
-3.5 -8.5 0.230304
-3.5 -8 0.638581
-3.5 -7.5 0.91207
-3.5 -7 0.999615
-3.5 -6.5 0.890856
-3.5 -6 0.615513
-3.5 -5.5 0.233832
-3.5 -5 -0.178939
-3.5 -4.5 -0.549953
-3.5 -4 -0.823817
-3.5 -3.5 -0.971962
-3.5 -3 -0.99474
-3.5 -2.5 -0.916631
-3.5 -2 -0.77678
-3.5 -1.5 -0.618077
-3.5 -1 -0.478076
-3.5 -0.5 -0.383831
-3.5 0 -0.350783
-3.5 0.5 -0.383831
-3.5 1 -0.478076
-3.5 1.5 -0.618077
-3.5 2 -0.77678
-3.5 2.5 -0.916631
-3.5 3 -0.99474
-3.5 3.5 -0.971962
-3.5 4 -0.823817
-3.5 4.5 -0.549953
-3.5 5 -0.178939
-3.5 5.5 0.233832
-3.5 6 0.615513
-3.5 6.5 0.890856
-3.5 7 0.999615
-3.5 7.5 0.91207
-3.5 8 0.638581
-3.5 8.5 0.230304
-3.5 9 -0.229755
-3.5 9.5 -0.643797
-3.5 10 -0.920763

-3 -10 -0.849759
-3 -9.5 -0.51212
-3 -9 -0.0620152
-3 -8.5 0.399434
-3 -8 0.771232
-3 -7.5 0.975069
-3 -7 0.971762
-3 -6.5 0.768008
-3 -6 0.412338
-3 -5.5 -0.0182023
-3 -5 -0.436976
-3 -4.5 -0.767453
-3 -4 -0.958924
-3 -3.5 -0.99474
-3 -3 -0.891682
-3 -2.5 -0.691477
-3 -2 -0.447492
-3 -1.5 -0.210913
-3 -1 -0.0206835
-3 -0.5 0.100044
-3 0 0.14112
-3 0.5 0.100044
-3 1 -0.0206835
-3 1.5 -0.210913
-3 2 -0.447492
-3 2.5 -0.691477
-3 3 -0.891682
-3 3.5 -0.99474
-3 4 -0.958924
-3 4.5 -0.767453
-3 5 -0.436976
-3 5.5 -0.0182023
-3 6 0.412338
-3 6.5 0.768008
-3 7 0.971762
-3 7.5 0.975069
-3 8 0.771232
-3 8.5 0.399434
-3 9 -0.0620152
-3 9.5 -0.51212
-3 10 -0.849759

-2.5 -10 -0.772638
-2.5 -9.5 -0.388187
-2.5 -9 0.0839083
-2.5 -8.5 0.535209
-2.5 -8 0.864045
-2.5 -7.5 0.998663
-2.5 -7 0.912702
-2.5 -6.5 0.629577
-2.5 -6 0.21512
-2.5 -5.5 -0.239317
-2.5 -5 -0.63886
-2.5 -4.5 -0.90669
-2.5 -4 -0.999989
-2.5 -3.5 -0.916631
-2.5 -3 -0.691477
-2.5 -2.5 -0.383831
-2.5 -2 -0.0599335
-2.5 -1.5 0.224195
-2.5 -1 0.434074
-2.5 -0.5 0.558091
-2.5 0 0.598472
-2.5 0.5 0.558091
-2.5 1 0.434074
-2.5 1.5 0.224195
-2.5 2 -0.0599335
-2.5 2.5 -0.383831
-2.5 3 -0.691477
-2.5 3.5 -0.916631
-2.5 4 -0.999989
-2.5 4.5 -0.90669
-2.5 5 -0.63886
-2.5 5.5 -0.239317
-2.5 6 0.21512
-2.5 6.5 0.629577
-2.5 7 0.912702
-2.5 7.5 0.998663
-2.5 8 0.864045
-2.5 8.5 0.535209
-2.5 9 0.0839083
-2.5 9.5 -0.388187
-2.5 10 -0.772638

-2 -10 -0.698473
-2 -9.5 -0.279685
-2 -9 0.203796
-2 -8.5 0.638581
-2 -8 0.924059
-2 -7.5 0.995781
-2 -7 0.839805
-2 -6.5 0.494752
-2 -6 0.0413582
-2 -5.5 -0.41763
-2 -5 -0.782095
-2 -4.5 -0.977604
-2 -4 -0.971278
-2 -3.5 -0.77678
-2 -3 -0.447492
-2 -2.5 -0.0599335
-2 -2 0.308072
-2 -1.5 0.598472
-2 -1 0.786749
-2 -0.5 0.881977
-2 0 0.909297
-2 0.5 0.881977
-2 1 0.786749
-2 1.5 0.598472
-2 2 0.308072
-2 2.5 -0.0599335
-2 3 -0.447492
-2 3.5 -0.77678
-2 4 -0.971278
-2 4.5 -0.977604
-2 5 -0.782095
-2 5.5 -0.41763
-2 6 0.0413582
-2 6.5 0.494752
-2 7 0.839805
-2 7.5 0.995781
-2 8 0.924059
-2 8.5 0.638581
-2 9 0.203796
-2 9.5 -0.279685
-2 10 -0.698473

-1.5 -10 -0.634295
-1.5 -9.5 -0.19172
-1.5 -9 0.296126
-1.5 -8.5 0.71277
-1.5 -8 0.959541
-1.5 -7.5 0.978969
-1.5 -7 0.768008
-1.5 -6.5 0.378011
-1.5 -6 -0.0983675
-1.5 -5.5 -0.549953
-1.5 -5 -0.873834
-1.5 -4.5 -0.999519
-1.5 -4 -0.904587
-1.5 -3.5 -0.618077
-1.5 -3 -0.210913
-1.5 -2.5 0.224195
-1.5 -2 0.598472
-1.5 -1.5 0.852251
-1.5 -1 0.973213
-1.5 -0.5 0.999947
-1.5 0 0.997495
-1.5 0.5 0.999947
-1.5 1 0.973213
-1.5 1.5 0.852251
-1.5 2 0.598472
-1.5 2.5 0.224195
-1.5 3 -0.210913
-1.5 3.5 -0.618077
-1.5 4 -0.904587
-1.5 4.5 -0.999519
-1.5 5 -0.873834
-1.5 5.5 -0.549953
-1.5 6 -0.0983675
-1.5 6.5 0.378011
-1.5 7 0.768008
-1.5 7.5 0.978969
-1.5 8 0.959541
-1.5 8.5 0.71277
-1.5 9 0.296126
-1.5 9.5 -0.19172
-1.5 10 -0.634295

-1 -10 -0.585176
-1 -9.5 -0.127362
-1 -9 0.361049
-1 -8.5 0.761845
-1 -8 0.978389
-1 -7.5 0.958925
-1 -7 0.708861
-1 -6.5 0.289101
-1 -6 -0.199084
-1 -5.5 -0.63886
-1 -5 -0.926185
-1 -4.5 -0.99474
-1 -4 -0.831339
-1 -3.5 -0.478076
-1 -3 -0.0206835
-1 -2.5 0.434074
-1 -2 0.786749
-1 -1.5 0.973213
-1 -1 0.987766
-1 -0.5 0.899242
-1 0 0.841471
-1 0.5 0.899242
-1 1 0.987766
-1 1.5 0.973213
-1 2 0.786749
-1 2.5 0.434074
-1 3 -0.0206835
-1 3.5 -0.478076
-1 4 -0.831339
-1 4.5 -0.99474
-1 5 -0.926185
-1 5.5 -0.63886
-1 6 -0.199084
-1 6.5 0.289101
-1 7 0.708861
-1 7.5 0.958925
-1 8 0.978389
-1 8.5 0.761845
-1 9 0.361049
-1 9.5 -0.127362
-1 10 -0.585176

-0.5 -10 -0.55446
-0.5 -9.5 -0.0882559
-0.5 -9 0.399434
-0.5 -8.5 0.789556
-0.5 -8 0.986967
-0.5 -7.5 0.943641
-0.5 -7 0.670327
-0.5 -6.5 0.233832
-0.5 -6 -0.259388
-0.5 -5.5 -0.689287
-0.5 -5 -0.951553
-0.5 -4.5 -0.982992
-0.5 -4 -0.77678
-0.5 -3.5 -0.383831
-0.5 -3 0.100044
-0.5 -2.5 0.558091
-0.5 -2 0.881977
-0.5 -1.5 0.999947
-0.5 -1 0.899242
-0.5 -0.5 0.649637
-0.5 0 0.479426
-0.5 0.5 0.649637
-0.5 1 0.899242
-0.5 1.5 0.999947
-0.5 2 0.881977
-0.5 2.5 0.558091
-0.5 3 0.100044
-0.5 3.5 -0.383831
-0.5 4 -0.77678
-0.5 4.5 -0.982992
-0.5 5 -0.951553
-0.5 5.5 -0.689287
-0.5 6 -0.259388
-0.5 6.5 0.233832
-0.5 7 0.670327
-0.5 7.5 0.943641
-0.5 8 0.986967
-0.5 8.5 0.789556
-0.5 9 0.399434
-0.5 9.5 -0.0882559
-0.5 10 -0.55446

0 -10 -0.544021
0 -9.5 -0.0751511
0 -9 0.412118
0 -8.5 0.798487
0 -8 0.989358
0 -7.5 0.938
0 -7 0.656987
0 -6.5 0.21512
0 -6 -0.279415
0 -5.5 -0.70554
0 -5 -0.958924
0 -4.5 -0.97753
0 -4 -0.756802
0 -3.5 -0.350783
0 -3 0.14112
0 -2.5 0.598472
0 -2 0.909297
0 -1.5 0.997495
0 -1 0.841471
0 -0.5 0.479426
0 0 0
0 0.5 0.479426
0 1 0.841471
0 1.5 0.997495
0 2 0.909297
0 2.5 0.598472
0 3 0.14112
0 3.5 -0.350783
0 4 -0.756802
0 4.5 -0.97753
0 5 -0.958924
0 5.5 -0.70554
0 6 -0.279415
0 6.5 0.21512
0 7 0.656987
0 7.5 0.938
0 8 0.989358
0 8.5 0.798487
0 9 0.412118
0 9.5 -0.0751511
0 10 -0.544021

0.5 -10 -0.55446
0.5 -9.5 -0.0882559
0.5 -9 0.399434
0.5 -8.5 0.789556
0.5 -8 0.986967
0.5 -7.5 0.943641
0.5 -7 0.670327
0.5 -6.5 0.233832
0.5 -6 -0.259388
0.5 -5.5 -0.689287
0.5 -5 -0.951553
0.5 -4.5 -0.982992
0.5 -4 -0.77678
0.5 -3.5 -0.383831
0.5 -3 0.100044
0.5 -2.5 0.558091
0.5 -2 0.881977
0.5 -1.5 0.999947
0.5 -1 0.899242
0.5 -0.5 0.649637
0.5 0 0.479426
0.5 0.5 0.649637
0.5 1 0.899242
0.5 1.5 0.999947
0.5 2 0.881977
0.5 2.5 0.558091
0.5 3 0.100044
0.5 3.5 -0.383831
0.5 4 -0.77678
0.5 4.5 -0.982992
0.5 5 -0.951553
0.5 5.5 -0.689287
0.5 6 -0.259388
0.5 6.5 0.233832
0.5 7 0.670327
0.5 7.5 0.943641
0.5 8 0.986967
0.5 8.5 0.789556
0.5 9 0.399434
0.5 9.5 -0.0882559
0.5 10 -0.55446

1 -10 -0.585176
1 -9.5 -0.127362
1 -9 0.361049
1 -8.5 0.761845
1 -8 0.978389
1 -7.5 0.958925
1 -7 0.708861
1 -6.5 0.289101
1 -6 -0.199084
1 -5.5 -0.63886
1 -5 -0.926185
1 -4.5 -0.99474
1 -4 -0.831339
1 -3.5 -0.478076
1 -3 -0.0206835
1 -2.5 0.434074
1 -2 0.786749
1 -1.5 0.973213
1 -1 0.987766
1 -0.5 0.899242
1 0 0.841471
1 0.5 0.899242
1 1 0.987766
1 1.5 0.973213
1 2 0.786749
1 2.5 0.434074
1 3 -0.0206835
1 3.5 -0.478076
1 4 -0.831339
1 4.5 -0.99474
1 5 -0.926185
1 5.5 -0.63886
1 6 -0.199084
1 6.5 0.289101
1 7 0.708861
1 7.5 0.958925
1 8 0.978389
1 8.5 0.761845
1 9 0.361049
1 9.5 -0.127362
1 10 -0.585176

1.5 -10 -0.634295
1.5 -9.5 -0.19172
1.5 -9 0.296126
1.5 -8.5 0.71277
1.5 -8 0.959541
1.5 -7.5 0.978969
1.5 -7 0.768008
1.5 -6.5 0.378011
1.5 -6 -0.0983675
1.5 -5.5 -0.549953
1.5 -5 -0.873834
1.5 -4.5 -0.999519
1.5 -4 -0.904587
1.5 -3.5 -0.618077
1.5 -3 -0.210913
1.5 -2.5 0.224195
1.5 -2 0.598472
1.5 -1.5 0.852251
1.5 -1 0.973213
1.5 -0.5 0.999947
1.5 0 0.997495
1.5 0.5 0.999947
1.5 1 0.973213
1.5 1.5 0.852251
1.5 2 0.598472
1.5 2.5 0.224195
1.5 3 -0.210913
1.5 3.5 -0.618077
1.5 4 -0.904587
1.5 4.5 -0.999519
1.5 5 -0.873834
1.5 5.5 -0.549953
1.5 6 -0.0983675
1.5 6.5 0.378011
1.5 7 0.768008
1.5 7.5 0.978969
1.5 8 0.959541
1.5 8.5 0.71277
1.5 9 0.296126
1.5 9.5 -0.19172
1.5 10 -0.634295

2 -10 -0.698473
2 -9.5 -0.279685
2 -9 0.203796
2 -8.5 0.638581
2 -8 0.924059
2 -7.5 0.995781
2 -7 0.839805
2 -6.5 0.494752
2 -6 0.0413582
2 -5.5 -0.41763
2 -5 -0.782095
2 -4.5 -0.977604
2 -4 -0.971278
2 -3.5 -0.77678
2 -3 -0.447492
2 -2.5 -0.0599335
2 -2 0.308072
2 -1.5 0.598472
2 -1 0.786749
2 -0.5 0.881977
2 0 0.909297
2 0.5 0.881977
2 1 0.786749
2 1.5 0.598472
2 2 0.308072
2 2.5 -0.0599335
2 3 -0.447492
2 3.5 -0.77678
2 4 -0.971278
2 4.5 -0.977604
2 5 -0.782095
2 5.5 -0.41763
2 6 0.0413582
2 6.5 0.494752
2 7 0.839805
2 7.5 0.995781
2 8 0.924059
2 8.5 0.638581
2 9 0.203796
2 9.5 -0.279685
2 10 -0.698473

2.5 -10 -0.772638
2.5 -9.5 -0.388187
2.5 -9 0.0839083
2.5 -8.5 0.535209
2.5 -8 0.864045
2.5 -7.5 0.998663
2.5 -7 0.912702
2.5 -6.5 0.629577
2.5 -6 0.21512
2.5 -5.5 -0.239317
2.5 -5 -0.63886
2.5 -4.5 -0.90669
2.5 -4 -0.999989
2.5 -3.5 -0.916631
2.5 -3 -0.691477
2.5 -2.5 -0.383831
2.5 -2 -0.0599335
2.5 -1.5 0.224195
2.5 -1 0.434074
2.5 -0.5 0.558091
2.5 0 0.598472
2.5 0.5 0.558091
2.5 1 0.434074
2.5 1.5 0.224195
2.5 2 -0.0599335
2.5 2.5 -0.383831
2.5 3 -0.691477
2.5 3.5 -0.916631
2.5 4 -0.999989
2.5 4.5 -0.90669
2.5 5 -0.63886
2.5 5.5 -0.239317
2.5 6 0.21512
2.5 6.5 0.629577
2.5 7 0.912702
2.5 7.5 0.998663
2.5 8 0.864045
2.5 8.5 0.535209
2.5 9 0.0839083
2.5 9.5 -0.388187
2.5 10 -0.772638

3 -10 -0.849759
3 -9.5 -0.51212
3 -9 -0.0620152
3 -8.5 0.399434
3 -8 0.771232
3 -7.5 0.975069
3 -7 0.971762
3 -6.5 0.768008
3 -6 0.412338
3 -5.5 -0.0182023
3 -5 -0.436976
3 -4.5 -0.767453
3 -4 -0.958924
3 -3.5 -0.99474
3 -3 -0.891682
3 -2.5 -0.691477
3 -2 -0.447492
3 -1.5 -0.210913
3 -1 -0.0206835
3 -0.5 0.100044
3 0 0.14112
3 0.5 0.100044
3 1 -0.0206835
3 1.5 -0.210913
3 2 -0.447492
3 2.5 -0.691477
3 3 -0.891682
3 3.5 -0.99474
3 4 -0.958924
